"Title","URL handle","Description","Vendor","Product category","Type","Tags","Published on online store","Status","SKU","Barcode","Option1 name","Option1 value","Option1 Linked To","Option2 name","Option2 value","Option2 Linked To","Option3 name","Option3 value","Option3 Linked To","Price","Compare-at price","Cost per item","Charge tax","Tax code","Unit price total measure","Unit price total measure unit","Unit price base measure","Unit price base measure unit","Inventory tracker","Inventory quantity","Continue selling when out of stock","Weight value (grams)","Weight unit for display","Requires shipping","Fulfillment service","Product image URL","Image position","Image alt text","Variant image URL","Gift card","SEO title","SEO description","Color (product.metafields.shopify.color-pattern)","Google Shopping / Google product category","Google Shopping / Gender","Google Shopping / Age group","Google Shopping / Manufacturer part number (MPN)","Google Shopping / Ad group name","Google Shopping / Ads labels","Google Shopping / Condition","Google Shopping / Custom product","Google Shopping / Custom label 0","Google Shopping / Custom label 1","Google Shopping / Custom label 2","Google Shopping / Custom label 3","Google Shopping / Custom label 4"
"SHARK ATTACK 3000j Fio 4.4 4Passes áspera","shark-attack-3000j-fio-4-4-4passes-aspera","<p>1 Unidade Linha Dente de Tubar&atilde;o SHARK ATTACK Fio 4.4 na Paila de&nbsp; 3000jds 4 Passes &Aacute;spera&nbsp;</p>
<p>LINHA FEITA COM O FIO 4.4 ALTA RESIST&Ecirc;NCIA SUPER PORDER</p>
<p>&nbsp;</p>
<p>APROXIMADAMENTE&nbsp; 3000 JDS</p>
<p>OBS: FOTOS ILUSTRATIVAS, SER&Atilde;O ENVIADAS AS CORES DISPON&Iacute;VEIS EM ESTOQUE.</p>
<p>&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><span style=""color: #e03e2d;"">ATEN&Ccedil;&Atilde;O</span>&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><strong>N&atilde;o receber a encomenda caso esteja com a embalagem violada aparentando que o produto foi danificado.</strong>&nbsp;<span style=""color: #e03e2d;"">Devolva imediatamente ao entregador !</span></p>","Dente de Tubarão","","DENTE DE TUBARÃO - 3000 JDS -","campeao, campeonatodepipas, carretilha, chefao, Dente, dentedetubarao, diamante, diamantepipas, festivaldepipas, funk, linhadecompeticao, melhorlinhadepipa, pipa, pipacombate, Tubarao","TRUE","Active","","","Title","Default Title","","","","","","","","140.3","","","TRUE","","","","","","","","DENY","1000","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/unnamed-3-00424e9259ea9e3f2c17204889811880-640-0.webp","1","SHARK ATTACK 3000j Fio 4.4 4Passes áspera","","FALSE","","","","","","","","","","New","FALSE","","","","",""
"DENTE DE TUBARÃO 12000j FIO 10 2P ÁSPERA","dente-de-tubarao-12000j-fio-10-2p-aspera","<h2 style=""box-sizing: border-box; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; line-height: 1.1; color: #515151; margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">1 Unidade na Paila 12000 jds Fio 10 2&nbsp;Passes &Aacute;SPERA</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">APROXIMADAMENTE&nbsp; 12000 JDS</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">OBS: FOTOS ILUSTRATIVAS, SER&Atilde;O ENVIADAS AS CORES DISPON&Iacute;VEIS EM ESTOQUE.</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><span style=""color: #e03e2d;"">ATEN&Ccedil;&Atilde;O</span>&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><strong>N&atilde;o receber a encomenda caso esteja com a embalagem violada aparentando que o produto foi danificado.</strong>&nbsp;<span style=""color: #e03e2d;"">Devolva imediatamente ao entregador !</span></p>","Dente de Tubarão","","DENTE DE TUBARÃO - 12000 JDS -","carretel de linha, carretilha de linha pipa, carretilha de madeira, dente de tubarao, ferias pipa, linha de pipa, pipa","TRUE","Active","","","Title","Default Title","","","","","","","","307.7","","","TRUE","","","","","","","","DENY","3100","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/photo-2025-03-26-13-30-44-1da5350c600d84a6b717430255058099-640-0.webp","1","DENTE DE TUBARÃO 12000j FIO 10 2P ÁSPERA","","FALSE","","","","","","","","","","New","FALSE","","","","",""
"DENTE DE TUBARÃO 12000j Fio 10 2P LISA","dente-de-tubarao-12000j-fio-10-2p-lisa","<h2 style=""box-sizing: border-box; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; line-height: 1.1; color: #515151; margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">1 Unidade na Paila 12000 jds Fio 10 2&nbsp;P Lisa&nbsp;&nbsp;NO CARRETEL DE 12000 JDS&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">APROXIMADAMENTE&nbsp; 12000 JDS</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">OBS: FOTOS ILUSTRATIVAS, SER&Atilde;O ENVIADAS AS CORES DISPON&Iacute;VEIS EM ESTOQUE.</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><span style=""color: #e03e2d;"">ATEN&Ccedil;&Atilde;O</span>&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><strong>N&atilde;o receber a encomenda caso esteja com a embalagem violada aparentando que o produto foi danificado.</strong>&nbsp;<span style=""color: #e03e2d;"">Devolva imediatamente ao entregador !</span></p>","Dente de Tubarão","","DENTE DE TUBARÃO - 12000 JDS -","carretel de linha, carretilha de linha pipa, carretilha de madeira, dente de tubarao, ferias pipa, linha de pipa, pipa","TRUE","Active","","","Title","Default Title","","","","","","","","307.7","","","TRUE","","","","","","","","DENY","3000","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/dvdvdvdv-2557f63ef5248115e017430255366132-640-0.webp","1","DENTE DE TUBARÃO 12000j Fio 10 2P LISA","","FALSE","","","","","","","","","","New","FALSE","","","","",""
"DENTE DE TUBARÃO 12000j Fio 10 2P MEIO-TERMO","dente-de-tubarao-12000j-fio-10-2p-meio-termo","<h2 style=""box-sizing: border-box; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; line-height: 1.1; color: #515151; margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">1 Unidade na Paila 12000 jds Fio 10 2&nbsp;Passes Meio &ndash; Termo&nbsp;&nbsp;NO CARRETEL DE 12000 JDS&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">APROXIMADAMENTE&nbsp; 12000 JDS</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">OBS: FOTOS ILUSTRATIVAS, SER&Atilde;O ENVIADAS AS CORES DISPON&Iacute;VEIS EM ESTOQUE.</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><span style=""color: #e03e2d;"">ATEN&Ccedil;&Atilde;O</span>&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><strong>N&atilde;o receber a encomenda caso esteja com a embalagem violada aparentando que o produto foi danificado.</strong>&nbsp;<span style=""color: #e03e2d;"">Devolva imediatamente ao entregador !</span></p>","Dente de Tubarão","","DENTE DE TUBARÃO - 12000 JDS -","carretel de linha, carretilha de linha pipa, carretilha de madeira, dente de tubarao, ferias pipa, linha de pipa, pipa","TRUE","Active","","","Title","Default Title","","","","","","","","307.7","","","TRUE","","","","","","","","DENY","3100","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/photo-2025-03-26-13-31-07-dd1a4ee64e37a3530917430255600267-640-0.webp","1","DENTE DE TUBARÃO 12000j Fio 10 2P MEIO-TERMO","","FALSE","","","","","","","","","","New","FALSE","","","","",""
"Dente de Tubarão 3000j Fio 10 4P Lisa","dente-de-tubarao-3000j-fio-10-4p-lisa","<p>1- Linha Dente de Tubar&atilde;o na Paila de&nbsp; 3000 jds Fio 10&nbsp; 4 Passes&nbsp; Lisa&nbsp;&nbsp;</p>
<p>&nbsp;</p>
<p><br />APROXIMADAMENTE&nbsp; 3000 JDS</p>
<p>OBS: FOTOS ILUSTRATIVAS, SER&Atilde;O ENVIADAS AS CORES DISPON&Iacute;VEIS EM ESTOQUE.</p>
<p>&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><span style=""color: #e03e2d;"">ATEN&Ccedil;&Atilde;O</span>&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><strong>N&atilde;o receber a encomenda caso esteja com a embalagem violada aparentando que o produto foi danificado.</strong>&nbsp;<span style=""color: #e03e2d;"">Devolva imediatamente ao entregador !</span></p>","Dente de Tubarão","","DENTE DE TUBARÃO - 3000 JDS -","","TRUE","Active","","","Title","Default Title","","","","","","","","130.2","","","TRUE","","","","","","","","DENY","1000","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/dcdcdcdcdcd-dd2973110b5de1032b17209162609173-640-0.webp","1","Dente de Tubarão 3000j Fio 10 4P Lisa","","FALSE","","","","","","","","","","New","FALSE","","","","",""
"DENTE DE TUBARÃO 3000j Fio 10 3P ÁSPERA - PROMOÇÃO RELÂMPAGO","dente-de-tubarao-3000j-fio-10-3p-aspera-promocao-relampago1","<h2 style=""box-sizing: border-box; font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; line-height: 1.1; color: rgb(81, 81, 81); margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">1- Linha Dente de Tubar&atilde;o na Paila de&nbsp; 3000 jds Fio 10&nbsp; 3 Passes&nbsp; &Aacute;SPERA&nbsp;</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">&nbsp;</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">&nbsp;</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">APROXIMADAMENTE&nbsp; 3000 JDS</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">OBS: FOTOS ILUSTRATIVAS, SER&Atilde;O ENVIADAS AS CORES DISPON&Iacute;VEIS EM ESTOQUE.</p>","Dente de Tubarão","","PROMOÇÃO","","FALSE","Draft","","","Title","Default Title","","","","","","","","74.0","","","TRUE","","","","","","shopify","0","DENY","1000","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/img_099411-a4e847db5fcd97b71016738868033648-640-0.webp","1","DENTE DE TUBARÃO 3000j Fio 10 3P ÁSPERA - PROMOÇÃO RELÂMPAGO","","FALSE","","","","","","","","","","New","FALSE","","","","",""
"DENTE DE TUBARÃO 3000j Fio 4 3P MEIO -TERMO - PROMOÇÃO RELÂMPAGO","dente-de-tubarao-3000j-fio-4-3p-meio-termo-promocao-relampago","<h2 style=""box-sizing: border-box; font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; line-height: 1.1; color: rgb(81, 81, 81); margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">1- Linha Dente de Tubar&atilde;o na Paila de&nbsp; 3000 jds Fio&nbsp; 4&nbsp; 3 Passes Meio-Termo&nbsp;</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">&nbsp;</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">APROXIMADAMENTE&nbsp; 3000 JDS</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">OBS: FOTOS ILUSTRATIVAS, SER&Atilde;O ENVIADAS AS CORES DISPON&Iacute;VEIS EM ESTOQUE.</p>","Dente de Tubarão","","PROMOÇÃO","","FALSE","Draft","","","Title","Default Title","","","","","","","","74.0","","","TRUE","","","","","","shopify","0","DENY","1000","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/img_09941-10c9981d4c3bc6a8bf16739680211386-640-0.webp","1","DENTE DE TUBARÃO 3000j Fio 4 3P MEIO -TERMO - PROMOÇÃO RELÂMPAGO","","FALSE","","","","","","","","","","New","FALSE","","","","",""
"DENTE DE TUBARÃO 3000j Fio 10 3P MEIO -TERMO - PROMOÇÃO RELÂMPAGO","dente-de-tubarao-3000j-fio-10-3p-meio-termo-promocao-relampago","<h2 style=""box-sizing: border-box; font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; line-height: 1.1; color: rgb(81, 81, 81); margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">1- Linha Dente de Tubar&atilde;o na Paila de&nbsp; 3000 jds Fio 10&nbsp; 3 Passes&nbsp; Lisa</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">&nbsp;</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">&nbsp;</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">APROXIMADAMENTE&nbsp; 3000 JDS</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">OBS: FOTOS ILUSTRATIVAS, SER&Atilde;O ENVIADAS AS CORES DISPON&Iacute;VEIS EM ESTOQUE.</p>","Dente de Tubarão","","PROMOÇÃO","","FALSE","Draft","","","Title","Default Title","","","","","","","","74.0","","","TRUE","","","","","","shopify","0","DENY","1000","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/img_09941-10c9981d4c3bc6a8bf16739680176727-640-0.webp","1","DENTE DE TUBARÃO 3000j Fio 10 3P MEIO -TERMO - PROMOÇÃO RELÂMPAGO","","FALSE","","","","","","","","","","New","FALSE","","","","",""
"DENTE DE TUBARÃO 6000j Fio 10 2P LISA","dente-de-tubarao-6000j-fio-10-2p-lisa1","<h2 style=""box-sizing: border-box; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; line-height: 1.1; color: #515151; margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">1- Unidade de Linha Dente de Tubar&atilde;o Fio 10 2 Passes LISA na Paila de 6000 jds</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">APROXIMADAMENTE&nbsp; 6000 JDS</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">OBS: FOTOS ILUSTRATIVAS, SER&Atilde;O ENVIADAS AS CORES DISPON&Iacute;VEIS EM ESTOQUE.</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><span style=""color: #e03e2d;"">ATEN&Ccedil;&Atilde;O</span>&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><strong>N&atilde;o receber a encomenda caso esteja com a embalagem violada aparentando que o produto foi danificado.</strong>&nbsp;<span style=""color: #e03e2d;"">Devolva imediatamente ao entregador !</span></p>","Dente de Tubarão","","DENTE DE TUBARÃO - 6000 JDS -","carretel de linha, carretilha de linha pipa, carretilha de madeira, dente de tubarao, ferias pipa, linha de pipa, pipa","TRUE","Active","","","Title","Default Title","","","","","","","","186.4","","","TRUE","","","","","","","","DENY","1500","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/photo-2025-03-26-13-25-24-2493875b877afd66a417430265161787-640-0.webp","1","DENTE DE TUBARÃO 6000j Fio 10 2P LISA","","FALSE","","","","","","","","","","New","FALSE","","","","",""
"DENTE DE TUBARÃO 6000j Fio 10 3P ÁSPERA","dente-de-tubarao-6000j-fio-10-3p-aspera","<h2 style=""box-sizing: border-box; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; line-height: 1.1; color: #515151; margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">1- Unidade de Linha Dente de Tubar&atilde;o Fio 10 3 Passes &Aacute;SPERA Paila de 6000 jds</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">APROXIMADAMENTE&nbsp; 6000 JDS</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">OBS: FOTOS ILUSTRATIVAS, SER&Atilde;O ENVIADAS AS CORES DISPON&Iacute;VEIS EM ESTOQUE.</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><span style=""color: #e03e2d;"">ATEN&Ccedil;&Atilde;O</span>&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><strong>N&atilde;o receber a encomenda caso esteja com a embalagem violada aparentando que o produto foi danificado.</strong>&nbsp;<span style=""color: #e03e2d;"">Devolva imediatamente ao entregador !</span></p>","Dente de Tubarão","","DENTE DE TUBARÃO - 6000 JDS -","carretel de linha, carretilha de linha pipa, carretilha de madeira, dente de tubarao, ferias pipa, linha de pipa, pipa","TRUE","Active","","","Title","Default Title","","","","","","","","199.5","","","TRUE","","","","","","","","DENY","1500","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/vdvddvvd-3bcdd07532987a585717209164717016-640-0.webp","1","DENTE DE TUBARÃO 6000j Fio 10 3P ÁSPERA","","FALSE","","","","","","","","","","New","FALSE","","","","",""
"DENTE DE TUBARÃO 6000j Fio 10 3P LISA","dente-de-tubarao-6000j-fio-10-3p-lisa","<h2 style=""box-sizing: border-box; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; line-height: 1.1; color: #515151; margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">1- Unidade de Linha Dente de Tubar&atilde;o Fio 10 3 Passes LISA&nbsp;na Paila de 6000 jds</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">APROXIMADAMENTE&nbsp; 6000 JDS</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">OBS: FOTOS ILUSTRATIVAS, SER&Atilde;O ENVIADAS AS CORES DISPON&Iacute;VEIS EM ESTOQUE.</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><span style=""color: #e03e2d;"">ATEN&Ccedil;&Atilde;O</span>&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><strong>N&atilde;o receber a encomenda caso esteja com a embalagem violada aparentando que o produto foi danificado.</strong>&nbsp;<span style=""color: #e03e2d;"">Devolva imediatamente ao entregador !</span></p>","Dente de Tubarão","","DENTE DE TUBARÃO - 6000 JDS -","carretel de linha, carretilha de linha pipa, carretilha de madeira, dente de tubarao, ferias pipa, linha de pipa, pipa","TRUE","Active","","","Title","Default Title","","","","","","","","199.5","","","TRUE","","","","","","","","DENY","1500","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/dcdcdddc-232d726a9cc59fcaa617209164351230-640-0.webp","1","DENTE DE TUBARÃO 6000j Fio 10 3P LISA","","FALSE","","","","","","","","","","New","FALSE","","","","",""
