"Title","URL handle","Description","Vendor","Product category","Type","Tags","Published on online store","Status","SKU","Barcode","Option1 name","Option1 value","Option1 Linked To","Option2 name","Option2 value","Option2 Linked To","Option3 name","Option3 value","Option3 Linked To","Price","Compare-at price","Cost per item","Charge tax","Tax code","Unit price total measure","Unit price total measure unit","Unit price base measure","Unit price base measure unit","Inventory tracker","Inventory quantity","Continue selling when out of stock","Weight value (grams)","Weight unit for display","Requires shipping","Fulfillment service","Product image URL","Image position","Image alt text","Variant image URL","Gift card","SEO title","SEO description","Color (product.metafields.shopify.color-pattern)","Google Shopping / Google product category","Google Shopping / Gender","Google Shopping / Age group","Google Shopping / Manufacturer part number (MPN)","Google Shopping / Ad group name","Google Shopping / Ads labels","Google Shopping / Condition","Google Shopping / Custom product","Google Shopping / Custom label 0","Google Shopping / Custom label 1","Google Shopping / Custom label 2","Google Shopping / Custom label 3","Google Shopping / Custom label 4"
"CAMISA DENTE DE TUBARÃO TAMANHO ""XGG""","camisa-dente-de-tubarao-tamanho-xgg1","<h2 style=""box-sizing: border-box; font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; line-height: 1.1; color: rgb(81, 81, 81); margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">1- Camisa Dente de Tubar&atilde;o Tamanho &rdquo;XGG &rdquo;</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">Composi&ccedil;&atilde;o da malha .</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">Nome da malha &ndash; dray<br style=""box-sizing: border-box;"" />
Prote&ccedil;&atilde;o uv 20% utra</p>","Dente de Tubarão","","CAMISAS DT","carretel de linha, carretilha de linha pipa, carretilha de madeira, dente de tubarao, ferias pipa, linha de pipa, pipa","TRUE","Active","","","Title","Default Title","","","","","","","","55.0","","","TRUE","","","","","","shopify","1","DENY","300","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/camisa-nova51-1d384dce7ad422c77416629272860087-640-0.webp","1","CAMISA DENTE DE TUBARÃO TAMANHO ""XGG""","","FALSE","Dente de Tubarão","","","","","","","","","New","FALSE","","","","",""
"CAMISA DENTE DE TUBARÃO TAMANHO ""XGG"" sem Manga","camisa-dente-de-tubarao-tamanho-xgg-sem-manga","<h2 style=""box-sizing: border-box; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; line-height: 1.1; color: #515151; margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">1- Camisa Dente de Tubar&atilde;o Tamanho &rdquo;XGG &rdquo;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><span style=""color: #515151; font-family: Helvetica Neue, Helvetica, Arial, sans-serif;""><span style=""font-size: 14px;""><strong>sem Manga&nbsp;</strong></span></span></p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">Composi&ccedil;&atilde;o da malha .</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">Nome da malha &ndash; dray<br style=""box-sizing: border-box;"" />Prote&ccedil;&atilde;o uv 20% utra</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">OBS: FOTO ILUSTRATIVA NEM TODAS CAMISAS TEM O N&Uacute;MERO NA PARTE DAS COSTAS</p>","Dente de Tubarão","","CAMISAS DT","carretel de linha, carretilha de linha pipa, carretilha de madeira, dente de tubarao, ferias pipa, linha de pipa, pipa","TRUE","Active","","","Title","Default Title","","","","","","","","66.0","","","TRUE","","","","","","shopify","0","DENY","300","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/whatsapp-image-2024-07-06-at-11-55-52-887fee0a34e59ac04617203214316213-640-0.webp","1","CAMISA DENTE DE TUBARÃO TAMANHO ""XGG"" sem Manga","","FALSE","Dente de Tubarão","","","","","","","","","New","FALSE","","","","",""
"CAMISA NÁUTICA DENTE DE TUBARÃO PROTEÇÃO UV TAMANHO ""GG ""","camisa-nautica-dente-de-tubarao-protecao-uv-tamanho-gg","<h2 style=""box-sizing: border-box; font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; line-height: 1.1; color: rgb(81, 81, 81); margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">1- Camisa N&Aacute;UTICA Dente de Tubar&atilde;o Prote&ccedil;&atilde;o UV Tamanho &rdquo; GG&rdquo;</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">Composi&ccedil;&atilde;o da malha .</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">Dry Premium protect 96% Poli&eacute;ster 3% elastano<br style=""box-sizing: border-box;"" />
Prote&ccedil;&atilde;o UV 60</p>","Dente de Tubarão","","CAMISAS DT","carretel de linha, carretilha de linha pipa, carretilha de madeira, dente de tubarao, ferias pipa, linha de pipa, pipa","TRUE","Active","","","Title","Default Title","","","","","","","","76.0","","","TRUE","","","","","","shopify","1","DENY","300","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/whatsapp-image-2024-07-06-at-11-55-52-2-89a055a0cca5d4278b17203194817976-640-0.webp","1","CAMISA NÁUTICA DENTE DE TUBARÃO PROTEÇÃO UV TAMANHO ""GG ""","","FALSE","Dente de Tubarão","","","","","","","","","New","FALSE","","","","",""
"CAMISA DENTE DE TUBARÃO EVENTO K1 TAMANHO ""G""","camisa-dente-de-tubarao-evento-k1-tamanho-g","<h2 style=""box-sizing: border-box; font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; line-height: 1.1; color: rgb(81, 81, 81); margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">1- Camisa Dente de Tubar&atilde;o Tamanho &rdquo; G &rdquo;</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">Composi&ccedil;&atilde;o da malha .</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">Nome da malha &ndash; dray<br style=""box-sizing: border-box;"" />
Prote&ccedil;&atilde;o uv 20% utra</p>","Dente de Tubarão","","CAMISAS DT","carretel de linha, carretilha de linha pipa, carretilha de madeira, dente de tubarao, ferias pipa, linha de pipa, pipa","FALSE","Draft","","","Title","Default Title","","","","","","","","66.0","","","TRUE","","","","","","shopify","0","DENY","300","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/indiana1-efb56dbd8bfdf2f3d616630351911275-640-0.webp","1","CAMISA DENTE DE TUBARÃO EVENTO K1 TAMANHO ""G""","","FALSE","Dente de Tubarão","","","","","","","","","New","FALSE","","","","",""
"CAMISA DENTE DE TUBARÃO EVENTO K1 TAMANHO ""GG""","camisa-dente-de-tubarao-evento-k1-tamanho-gg","<h2 style=""box-sizing: border-box; font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; line-height: 1.1; color: rgb(81, 81, 81); margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">1- Camisa Dente de Tubar&atilde;o Tamanho &rdquo; GG&rdquo;</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">Composi&ccedil;&atilde;o da malha .</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">Nome da malha &ndash; dray<br style=""box-sizing: border-box;"" />
Prote&ccedil;&atilde;o uv 20% utra</p>","Dente de Tubarão","","CAMISAS DT","carretel de linha, carretilha de linha pipa, carretilha de madeira, dente de tubarao, ferias pipa, linha de pipa, pipa","FALSE","Draft","","","Title","Default Title","","","","","","","","60.0","","","TRUE","","","","","","shopify","0","DENY","300","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/indiana1-efb56dbd8bfdf2f3d616629266753667-640-0.webp","1","CAMISA DENTE DE TUBARÃO EVENTO K1 TAMANHO ""GG""","","FALSE","Dente de Tubarão","","","","","","","","","New","FALSE","","","","",""
"CAMISA DENTE DE TUBARÃO TAMANHO ""GG"" sem Manga","camisa-dente-de-tubarao-tamanho-gg-sem-manga","<h2 style=""box-sizing: border-box; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; line-height: 1.1; color: #515151; margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">1- Camisa TIME Dente de Tubar&atilde;o Tamanho &rdquo; GG &rdquo;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><span style=""color: #515151; font-family: Helvetica Neue, Helvetica, Arial, sans-serif;""><span style=""font-size: 14px;""><strong>sem Manga&nbsp;</strong></span></span></p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">Composi&ccedil;&atilde;o da malha .</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">Nome da malha &ndash; dray<br style=""box-sizing: border-box;"" />Prote&ccedil;&atilde;o uv 20% utra</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">OBS : SEM ESCOLHA DE N&Uacute;MEROS ,OS N&Uacute;MEROS S&Atilde;O ENVIADOS ALEATORIAMENTE</p>","Dente de Tubarão","","CAMISAS DT","carretel de linha, carretilha de linha pipa, carretilha de madeira, dente de tubarao, ferias pipa, linha de pipa, pipa","TRUE","Active","","","Title","Default Title","","","","","","","","66.0","","","TRUE","","","","","","shopify","0","DENY","300","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/whatsapp-image-2024-07-06-at-11-55-52-491ef7596a189ce81d17203214775086-640-0.webp","1","CAMISA DENTE DE TUBARÃO TAMANHO ""GG"" sem Manga","","FALSE","Dente de Tubarão","","","","","","","","","New","FALSE","","","","",""
"CAMISA DENTE DE TUBARÃO TAMANHO ""GG""","camisa-dente-de-tubarao-tamanho-gg","<h2 style=""box-sizing: border-box; font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; line-height: 1.1; color: rgb(81, 81, 81); margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">1- Camisa Dente de Tubar&atilde;o Tamanho &rdquo; GG &rdquo;</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">Composi&ccedil;&atilde;o da malha .</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">Nome da malha &ndash; dray<br style=""box-sizing: border-box;"" />
Prote&ccedil;&atilde;o uv 20% utra</p>","Dente de Tubarão","","CAMISAS DT","carretel de linha, carretilha de linha pipa, carretilha de madeira, dente de tubarao, ferias pipa, linha de pipa, pipa","TRUE","Active","","","Title","Default Title","","","","","","","","55.0","","","TRUE","","","","","","shopify","9","DENY","300","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/whatsapp-image-2024-07-06-at-11-55-53-9a8981066860c9b89617203197868569-640-0.webp","1","CAMISA DENTE DE TUBARÃO TAMANHO ""GG""","","FALSE","Dente de Tubarão","","","","","","","","","New","FALSE","","","","",""
"CAMISA DENTE DE TUBARÃO TAMANHO ""G""","camisa-dente-de-tubarao-tamanho-g1","<h2 style=""box-sizing: border-box; font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; line-height: 1.1; color: rgb(81, 81, 81); margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">1- Camisa Dente de Tubar&atilde;o Tamanho &rdquo; G &rdquo;</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">Composi&ccedil;&atilde;o da malha .</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">Nome da malha &ndash; dray<br style=""box-sizing: border-box;"" />
Prote&ccedil;&atilde;o uv 20% utra</p>","Dente de Tubarão","","CAMISAS DT","carretel de linha, carretilha de linha pipa, carretilha de madeira, dente de tubarao, ferias pipa, linha de pipa, pipa","TRUE","Active","","","Title","Default Title","","","","","","","","55.0","","","TRUE","","","","","","shopify","15","DENY","300","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/whatsapp-image-2024-07-06-at-11-55-53-54fbf54be2785c437a17203197557709-640-0.webp","1","CAMISA DENTE DE TUBARÃO TAMANHO ""G""","","FALSE","Dente de Tubarão","","","","","","","","","New","FALSE","","","","",""
"CAMISA DENTE DE TUBARÃO TAMANHO ""P""","camisa-dente-de-tubarao-tamanho-p1","<h2 style=""box-sizing: border-box; font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; line-height: 1.1; color: rgb(81, 81, 81); margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">1- Camisa Dente de Tubar&atilde;o Tamanho &rdquo; P &rdquo;</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">Composi&ccedil;&atilde;o da malha .</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">Nome da malha &ndash; dray<br style=""box-sizing: border-box;"" />
Prote&ccedil;&atilde;o uv 20% utra</p>","Dente de Tubarão","","CAMISAS DT","carretel de linha, carretilha de linha pipa, carretilha de madeira, dente de tubarao, ferias pipa, linha de pipa, pipa","TRUE","Active","","","Title","Default Title","","","","","","","","55.0","","","TRUE","","","","","","shopify","5","DENY","300","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/camisa-nova11-1d384dce7ad422c77416629260422016-640-0.webp","1","CAMISA DENTE DE TUBARÃO TAMANHO ""P""","","FALSE","Dente de Tubarão","","","","","","","","","New","FALSE","","","","",""
"CAMISA DENTE DE TUBARÃO TAMANHO ""M""","camisa-dente-de-tubarao-tamanho-m3","<h2 style=""box-sizing: border-box; font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; line-height: 1.1; color: rgb(81, 81, 81); margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">1- Camisa Dente de Tubar&atilde;o Tamanho &rdquo; M &rdquo;</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">Composi&ccedil;&atilde;o da malha .</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">Nome da malha &ndash; dray<br style=""box-sizing: border-box;"" />
Prote&ccedil;&atilde;o uv 20% utra</p>","Dente de Tubarão","","CAMISAS DT","carretel de linha, carretilha de linha pipa, carretilha de madeira, dente de tubarao, ferias pipa, linha de pipa, pipa","TRUE","Active","","","Title","Default Title","","","","","","","","55.0","","","TRUE","","","","","","shopify","14","DENY","300","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/whatsapp-image-2024-07-06-at-11-55-53-8d6ae91079f968574817203197181257-640-0.webp","1","CAMISA DENTE DE TUBARÃO TAMANHO ""M""","","FALSE","Dente de Tubarão","","","","","","","","","New","FALSE","","","","",""
"CAMISA NÁUTICA DENTE DE TUBARÃO PROTEÇÃO UV TAMANHO ""XGG""","camisa-nautica-dente-de-tubarao-protecao-uv-tamanho-xgg1","<h2 style=""box-sizing: border-box; font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; line-height: 1.1; color: rgb(81, 81, 81); margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">1-Camisa N&Aacute;UTICA Dente de Tubar&atilde;o Prote&ccedil;&atilde;o UV Tamanho&rdquo;XGG &rdquo;</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">Composi&ccedil;&atilde;o da malha .</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">Dry Premium protect 96% Poli&eacute;ster 3% elastano<br style=""box-sizing: border-box;"" />
Prote&ccedil;&atilde;o UV 60</p>","Dente de Tubarão","","CAMISAS DT","carretel de linha, carretilha de linha pipa, carretilha de madeira, dente de tubarao, ferias pipa, linha de pipa, pipa","TRUE","Active","","","Title","Default Title","","","","","","","","76.0","","","TRUE","","","","","","shopify","1","DENY","300","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/whatsapp-image-2024-07-06-at-11-55-52-2-83420ccfb669964c0a17203195225140-640-0.webp","1","CAMISA NÁUTICA DENTE DE TUBARÃO PROTEÇÃO UV TAMANHO ""XGG""","","FALSE","Dente de Tubarão","","","","","","","","","New","FALSE","","","","",""
